rebalance_date,ticker,name,market_cap,p_pre_surge,fold_id,rank_in_month
2020-08-31,041510,에스엠,806680034400.0,0.33408919117673236,1,22
2020-08-31,005420,코스모화학,297663405000.0,0.329423932169328,1,23
2020-08-31,036560,영풍정밀,133087500000.0,0.32338487214894945,1,24
2020-08-31,051370,인터플렉스,279929664000.0,0.31193362199800967,1,25
2020-08-31,058610,에스피지,125888159250.0,0.3109340660814735,1,26
2020-08-31,017800,현대엘리베이,1574308591050.0,0.3090481767477758,1,27
2020-08-31,048410,현대바이오,407645203950.0,0.306847010053618,1,28
2020-08-31,033270,유나이티드제약,809804376700.0,0.29688155417355366,1,29
2020-08-31,249420,일동제약,439170608250.0,0.2886130729218312,1,30
2020-09-29,061970,엘비세미콘,518847415200.0,0.7514095703171355,1,1
2020-09-29,071970,STX중공업,114598543040.0,0.6403779285243744,1,2
2020-09-29,090850,이지웰,201131677670.0,0.6329957078630045,1,3
2020-09-29,007660,이수페타시스,185914132990.0,0.5410463808509708,1,4
2020-09-29,077970,STX엔진,138283513040.0,0.47574089490035065,1,5
2020-09-29,041510,에스엠,839510035800.0,0.47508777060322155,1,6
2020-09-29,089010,켐트로닉스,233885334750.0,0.44427865740282585,1,7
2020-09-29,036890,진성티이씨,242808494400.0,0.4372279943509861,1,8
2020-09-29,109610,에스와이,107098344100.0,0.4356725966960104,1,9
2020-09-29,075580,세진중공업,314272576800.0,0.4032743410477374,1,10
2020-09-29,033500,동성화인텍,266598056920.0,0.39641223081778154,1,11
2020-09-29,033240,자화전자,243440000000.0,0.3821890181410078,1,12
2020-09-29,067310,하나마이크론,265307900700.0,0.3608200318920634,1,13
2020-09-29,067630,에이치엘비생명과학,1463891088300.0,0.3589950523857479,1,14
2020-09-29,068240,다원시스,560189406400.0,0.35474495973893716,1,15
2020-09-29,119830,아이텍,98612889700.0,0.3528667804520127,1,16
2020-09-29,119850,지엔씨에너지,100871175320.0,0.34957099938917907,1,17
2020-09-29,033160,엠케이전자,223528812250.0,0.3437548588910817,1,18
2020-09-29,298690,에어부산,195783200000.0,0.3398861227045072,1,19
2020-09-29,065350,신성델타테크,152542656000.0,0.32099669592221164,1,20
2020-09-29,241710,코스메카코리아,127092000000.0,0.31344335606831447,1,21
2020-09-29,091810,티웨이항공,117437030000.0,0.301214299516692,1,22
2020-09-29,048410,현대바이오,396870440850.0,0.29262685733132276,1,23
2020-09-29,053700,삼보모터스,110536986740.0,0.2852937006103685,1,24
2020-09-29,054210,이랜텍,139658378750.0,0.2636689373825643,1,25
2020-09-29,307950,현대오토에버,1299900000000.0,0.25344281972143284,1,26
2020-09-29,230360,에코마케팅,892561428700.0,0.2467567472128474,1,27
2020-09-29,033320,제이씨현시스템,149092569600.0,0.2457308043656255,1,28
2020-09-29,104480,티케이케미칼,164975212710.0,0.23868172018571773,1,29
2020-09-29,036930,주성엔지니어링,335814515520.0,0.23608520561691582,1,30
2020-10-30,048410,현대바이오,393278853150.0,0.5754012820998572,1,1
2020-10-30,077970,STX엔진,139664047280.0,0.529536077487114,1,2
2020-10-30,067630,에이치엘비생명과학,1233245868600.0,0.4742883394354927,1,3
2020-10-30,007660,이수페타시스,155788202450.0,0.446440614123183,1,4
2020-10-30,067310,하나마이크론,221992484250.0,0.43961176509680316,1,5
2020-10-30,108380,대양전기공업,129637362150.0,0.4170086850409018,1,6
2020-10-30,033500,동성화인텍,256802748640.0,0.40641223258343784,1,7
2020-10-30,089010,켐트로닉스,260844080500.0,0.3754799985439429,1,8
2020-10-30,109610,에스와이,100455431985.0,0.36511989378891424,1,9
2020-10-30,060720,KH바텍,400088960700.0,0.36315622248931845,1,10
2020-10-30,249420,일동제약,409416502000.0,0.3586040305957113,1,11
2020-10-30,004430,송원산업,340800000000.0,0.35642353136658445,1,12
2020-10-30,007390,네이처셀,558056438880.0,0.3522441832664911,1,13
2020-10-30,053700,삼보모터스,109170223380.0,0.32325916744956035,1,14
2020-10-30,061970,엘비세미콘,398439787200.0,0.3035060125651699,1,15
2020-10-30,058610,에스피지,146556364500.0,0.2996227416442851,1,16
2020-10-30,071970,STX중공업,103535812400.0,0.28474440579985427,1,17
2020-10-30,020150,일진머티리얼즈,1968932654500.0,0.28188953652846876,1,18
2020-10-30,064820,케이프,130723971520.0,0.27953854000771045,1,19
2020-10-30,241710,코스메카코리아,127092000000.0,0.2640459964191561,1,20
2020-10-30,075580,세진중공업,260550768800.0,0.2583158237759759,1,21
2020-10-30,166090,하나머티리얼즈,421994991000.0,0.24734160785506362,1,22
2020-10-30,089600,나스미디어,270519951900.0,0.2463427687359741,1,23
2020-10-30,056190,에스에프에이,1303487988000.0,0.24295468848792975,1,24
2020-10-30,118990,모트렉스,237921116160.0,0.2377327762661155,1,25
2020-10-30,090850,이지웰,228202529210.0,0.23372677448416135,1,26
2020-10-30,115450,지트리비앤티,719330049900.0,0.23348365729741785,1,27
2020-10-30,051370,인터플렉스,313754498400.0,0.22270331288323164,1,28
2020-10-30,272450,진에어,251400000000.0,0.22232511504773594,1,29
2020-10-30,171090,선익시스템,54355741800.0,0.21614196088771545,1,30
2020-11-30,044450,KSS해운,241133152000.0,0.8082626258352188,1,1
2020-11-30,033500,동성화인텍,325083987950.0,0.6652435944020826,1,2
2020-11-30,036930,주성엔지니어링,375861361480.0,0.6392614638639519,1,3
2020-11-30,089010,켐트로닉스,278590443750.0,0.5495484932127402,1,4
2020-11-30,108380,대양전기공업,145423461600.0,0.5336241927999421,1,5
2020-11-30,089590,제주항공,625618743750.0,0.5101757932495333,1,6
2020-11-30,298690,에어부산,224421700000.0,0.5068987462138237,1,7
2020-11-30,077970,STX엔진,162442862240.0,0.4856169652913608,1,8
2020-11-30,003850,보령제약,980972000000.0,0.46775381104887703,1,9
2020-11-30,007660,이수페타시스,173946297570.0,0.45498197553927766,1,10
2020-11-30,094480,갤럭시아머니트리,148681086020.0,0.4417543423667661,1,11
2020-11-30,071970,STX중공업,123108335840.0,0.43332967696099023,1,12
2020-11-30,119830,아이텍,113046846500.0,0.42215316811950915,1,13
2020-11-30,061970,엘비세미콘,507901267200.0,0.4205791345096812,1,14
2020-11-30,272450,진에어,488250000000.0,0.4126710835373557,1,15
2020-11-30,034120,SBS,362313752700.0,0.3706588836972413,1,16
2020-11-30,109610,에스와이,198062328150.0,0.35434309805651776,1,17
2020-11-30,307950,현대오토에버,1688400000000.0,0.3543154642522077,1,18
2020-11-30,105840,우진,95152522140.0,0.3510863545438857,1,19
2020-11-30,001430,세아베스틸,369379825700.0,0.34769344738589103,1,20
2020-11-30,068760,셀트리온제약,6778953584100.0,0.34228394169983833,1,21
2020-11-30,213500,한솔제지,336778150400.0,0.3421401411586859,1,22
2020-11-30,082740,HSD엔진,224370037020.0,0.3383560511830942,1,23
2020-11-30,084370,유진테크,767687407000.0,0.3373314145016696,1,24
2020-11-30,005950,이수화학,328042561250.0,0.3346612362893778,1,25
2020-11-30,056190,에스에프에이,1346578500000.0,0.32691356844616876,1,26
2020-11-30,032190,다우데이타,480665000000.0,0.3253907125405775,1,27
2020-11-30,065350,신성델타테크,186066327960.0,0.2968962776321717,1,28
2020-11-30,053280,예스24,273480000000.0,0.2838643107401655,1,29
2020-11-30,077500,유니퀘스트,323590616250.0,0.2795585897818586,1,30
2020-12-30,089970,에이피티씨,468935440500.0,0.5761480068216411,1,1
2020-12-30,077360,덕산하이메탈,290796812800.0,0.5711028103796466,1,2
2020-12-30,281820,케이씨텍,641492847000.0,0.48878836854543084,1,3
2020-12-30,036930,주성엔지니어링,396126030520.0,0.45729492656365306,1,4
2020-12-30,151860,KG ETS,242280000000.0,0.41949275207667686,1,5
2020-12-30,109610,에스와이,211962339920.0,0.41455709895869536,1,6
2020-12-30,089010,켐트로닉스,410828041050.0,0.39478566073041793,1,7
2020-12-30,020150,일진머티리얼즈,2347041501500.0,0.3853710738955106,1,8
2020-12-30,108380,대양전기공업,147815294850.0,0.3822632506180971,1,9
2020-12-30,005420,코스모화학,318552065000.0,0.3783461868573339,1,10
2020-12-30,082740,HSD엔진,276755992800.0,0.3750189915313372,1,11
2020-12-30,061970,엘비세미콘,645822732000.0,0.3731099518390637,1,12
2020-12-30,033500,동성화인텍,323049012750.0,0.37201222083461233,1,13
2020-12-30,005070,코스모신소재,574722512250.0,0.3422334471029126,1,14
2020-12-30,071970,STX중공업,109492667360.0,0.33881847110779445,1,15
2020-12-30,298690,에어부산,268779250000.0,0.3373043956100088,1,16
2020-12-30,083420,그린케미칼,239280000000.0,0.33684755660637505,1,17
2020-12-30,007660,이수페타시스,164867250010.0,0.33046302582778686,1,18
2020-12-30,089590,제주항공,706467935250.0,0.321909303006902,1,19
2020-12-30,179900,유티아이,295775833750.0,0.31899093712434473,1,20
2020-12-30,065350,신성델타테크,291329848800.0,0.3066298380130507,1,21
2020-12-30,051370,인터플렉스,404731639200.0,0.30225467879121515,1,22
2020-12-30,166090,하나머티리얼즈,561351476400.0,0.28873547190904686,1,23
2020-12-30,014820,동원시스템즈,914580842700.0,0.2840638481895304,1,24
2020-12-30,004490,세방전지,964600000000.0,0.28287859543819466,1,25
2020-12-30,060720,KH바텍,482947621200.0,0.2820484438349567,1,26
2020-12-30,077970,STX엔진,167504821120.0,0.2812712473782468,1,27
2020-12-30,077500,유니퀘스트,401416207500.0,0.27663175150121644,1,28
2020-12-30,089030,테크윙,456889288900.0,0.26967150846492277,1,29
2020-12-30,217730,강스템바이오텍,196458028060.0,0.2638262809514538,1,30
2021-01-29,298050,효성첨단소재,1014708222000.0,0.9730607880958186,2,1
2021-01-29,298020,효성티앤씨,1296140759000.0,0.9434655089826599,2,2
2021-01-29,036930,주성엔지니어링,457402529760.0,0.9242634124405682,2,3
2021-01-29,001530,DI동일,488190582000.0,0.8771405788131023,2,4
2021-01-29,041510,에스엠,717646530600.0,0.8633620075347518,2,5
2021-01-29,001570,금양,268693623500.0,0.8619935516811289,2,6
2021-01-29,002710,TCC스틸,115000000000.0,0.8525399922399608,2,7
2021-01-29,052690,한전기술,651651000000.0,0.8477789735934965,2,8
2021-01-29,011780,금호석유,7540753522500.0,0.7504434486287583,2,9
2021-01-29,307950,현대오토에버,2572500000000.0,0.7318239183325198,2,10
2021-01-29,001440,대한전선,946402674945.0,0.7185980569778968,2,11
2021-01-29,298000,효성화학,526370790000.0,0.7151744406772874,2,12
2021-01-29,020150,일진머티리얼즈,3292313619000.0,0.6843985786197694,2,13
2021-01-29,047040,대우건설,2452173564200.0,0.6694599432415457,2,14
2021-01-29,036580,팜스코,307045603480.0,0.661131709065723,2,15
2021-01-29,005420,코스모화학,319857606250.0,0.6521042189884176,2,16
2021-01-29,033160,엠케이전자,226799965600.0,0.6352329458341265,2,17
2021-01-29,048410,현대바이오,817086201750.0,0.6331481615490862,2,18
2021-01-29,281740,레이크머티리얼즈,195219727560.0,0.5900271575163258,2,19
2021-01-29,058430,포스코강판,100800000000.0,0.5668584517199554,2,20
