rebalance_date,ticker,name,market_cap,p_pre_surge,rank_in_month
2019-02-28,060720,KH바텍,186253327680.0,0.7000942329429116,28
2019-02-28,033160,엠케이전자,187109971620.0,0.6956754548294066,29
2019-02-28,035150,백산,170852000000.0,0.6874916713735434,30
2019-03-29,032500,케이엠더블유,569002500000.0,0.9330839623365942,1
2019-03-29,011930,신성이엔지,208457424165.0,0.9287587117829635,2
2019-03-29,222080,씨아이에스,126822427325.0,0.9008197453644881,3
2019-03-29,112610,씨에스윈드,656857170000.0,0.8982536145498997,4
2019-03-29,093320,케이아이엔엑스,168848000000.0,0.893027673376388,5
2019-03-29,189300,인텔리안테크,149887540800.0,0.8635009051578767,6
2019-03-29,005290,동진쎄미켐,529569288200.0,0.8607479137021049,7
2019-03-29,088800,에이스테크,217708810200.0,0.8577055237936627,8
2019-03-29,061970,엘비세미콘,368228418720.0,0.8518581942564293,9
2019-03-29,047920,씨트리,57193780490.0,0.8419630704869951,10
2019-03-29,067630,에이치엘비생명과학,584407862500.0,0.8414214352983568,11
2019-03-29,036810,에프에스티,123223927260.0,0.8386932569762594,12
2019-03-29,064550,바이오니아,188302305840.0,0.8145980337123679,13
2019-03-29,011790,SKC,1356874163250.0,0.7971997073602366,14
2019-03-29,131970,테스나,223995000000.0,0.7913900346017015,15
2019-03-29,081660,휠라코리아,4766975460000.0,0.7896790800687784,16
2019-03-29,060250,NHN한국사이버결제,271776913200.0,0.7797338607313463,17
2019-03-29,031980,피에스케이,333438305600.0,0.7754592907119461,18
2019-03-29,101490,에스앤에스텍,109728440360.0,0.7752481866963996,19
2019-03-29,112040,위메이드,853440000000.0,0.7673184444395347,20
2019-03-29,089010,켐트로닉스,95436876550.0,0.7599752464593591,21
2019-03-29,003850,보령제약,530400000000.0,0.7471543263649391,22
2019-03-29,050890,쏠리드,140529361665.0,0.7464728160005346,23
2019-03-29,222800,심텍,154720121200.0,0.7462563182598548,24
2019-03-29,096530,씨젠,574525038000.0,0.7423724305359268,25
2019-03-29,000990,DB하이텍,554982350000.0,0.7412108275538511,26
2019-03-29,122640,예스티,167958414600.0,0.7344351358811916,27
2019-03-29,059090,미코,200113093170.0,0.7268230105032292,28
2019-03-29,035720,카카오,8630634505500.0,0.7262031269923573,29
2019-03-29,003230,삼양식품,645579385500.0,0.7259580684295187,30
2019-04-30,067310,하나마이크론,124502997080.0,0.9405995260130364,1
2019-04-30,032500,케이엠더블유,807889500000.0,0.9269155447344707,2
2019-04-30,112610,씨에스윈드,658585741500.0,0.9053127134609605,3
2019-04-30,083450,GST,72212523750.0,0.9019592615129103,4
2019-04-30,222080,씨아이에스,127358674375.0,0.8940892715187415,5
2019-04-30,088800,에이스테크,264706267640.0,0.8805216127209804,6
2019-04-30,011930,신성이엔지,202402644210.0,0.8801792638998158,7
2019-04-30,036810,에프에스티,159644792460.0,0.8763241191517032,8
2019-04-30,047920,씨트리,81289949510.0,0.8740331575176835,9
2019-04-30,064550,바이오니아,204595714560.0,0.8698906763839421,10
2019-04-30,089010,켐트로닉스,135148865450.0,0.8602843315520461,11
2019-04-30,189300,인텔리안테크,168908130800.0,0.8578506809159843,12
2019-04-30,093320,케이아이엔엑스,153476000000.0,0.8497559308249709,13
2019-04-30,005290,동진쎄미켐,578413057500.0,0.8470893665793512,14
2019-04-30,060250,NHN한국사이버결제,328490919900.0,0.8323219636444619,15
2019-04-30,067630,에이치엘비생명과학,773727448050.0,0.8281532153534268,16
2019-04-30,028300,에이치엘비,3291831769800.0,0.825997098466096,17
2019-04-30,222800,심텍,155857769150.0,0.8228041878754795,18
2019-04-30,137400,피엔티,107699724000.0,0.8120276311432252,19
2019-04-30,094480,갤럭시아컴즈,140442820040.0,0.811819871759747,20
2019-04-30,050890,쏠리드,187804216050.0,0.8099294590717826,21
2019-04-30,036540,SFA반도체,346453604105.0,0.8061762335881749,22
2019-04-30,089590,제주항공,1076673564300.0,0.8031490145551908,23
2019-04-30,101490,에스앤에스텍,128674358120.0,0.80125509219685,24
2019-04-30,002840,미원상사,224804846950.0,0.7995813032166136,25
2019-04-30,000990,DB하이텍,710377408000.0,0.7956714616172632,26
2019-04-30,131970,테스나,267492500000.0,0.785302034916176,27
2019-04-30,084370,유진테크,319678785900.0,0.7844706549261088,28
2019-04-30,096530,씨젠,616499470000.0,0.7816536007975602,29
2019-04-30,006060,화승인더,589158000000.0,0.7766156661811164,30
2019-05-31,032500,케이엠더블유,1444608000000.0,0.9507769742070806,1
2019-05-31,084370,유진테크,261242878800.0,0.9372108946638018,2
2019-05-31,067310,하나마이크론,102981986640.0,0.9368912029326368,3
2019-05-31,011930,신성이엔지,191957801035.0,0.9327486063864282,4
2019-05-31,237690,에스티팜,332076800000.0,0.929269822838584,5
2019-05-31,092200,디아이씨,123524650350.0,0.9168790111726822,6
2019-05-31,088800,에이스테크,421277718250.0,0.8963704999723454,7
2019-05-31,083450,GST,61590294450.0,0.8841959636606926,8
2019-05-31,007390,네이처셀,562609829400.0,0.8834681717518983,9
2019-05-31,067630,에이치엘비생명과학,720633313400.0,0.8769558812422202,10
2019-05-31,093320,케이아이엔엑스,190076000000.0,0.8768230057746229,11
2019-05-31,005420,코스모화학,177219075000.0,0.8693607487220769,12
2019-05-31,028300,에이치엘비,2754309776400.0,0.8690525857445154,13
2019-05-31,189300,인텔리안테크,216753352400.0,0.8639966342671077,14
2019-05-31,042700,한미반도체,403428424500.0,0.8614420703230709,15
2019-05-31,014680,한솔케미칼,932983107000.0,0.8611955020806343,16
2019-05-31,166090,하나머티리얼즈,286564040400.0,0.8582504067898619,17
2019-05-31,036540,SFA반도체,419836852225.0,0.8561227470446285,18
2019-05-31,137400,피엔티,87937957920.0,0.8528883340201313,19
2019-05-31,033160,엠케이전자,172716896880.0,0.8523894968082997,20
2019-05-31,061970,엘비세미콘,440035149600.0,0.8513569101784932,21
2019-05-31,096530,씨젠,767345085000.0,0.8458470447656441,22
2019-05-31,060590,씨티씨바이오,145601335880.0,0.8407098910991999,23
2019-05-31,060250,NHN한국사이버결제,305519526900.0,0.832049385989315,24
2019-05-31,050890,쏠리드,331752953280.0,0.8301563733268377,25
2019-05-31,112610,씨에스윈드,606728596500.0,0.8273368718599778,26
2019-05-31,000990,DB하이텍,648219384800.0,0.8244881916974679,27
2019-05-31,036810,에프에스티,143053064980.0,0.8239628382929919,28
2019-05-31,101160,월덱스,112439862330.0,0.8045333945116679,29
2019-05-31,094480,갤럭시아컴즈,142404311940.0,0.793249587602341,30
2019-06-28,011930,신성이엔지,219767464565.0,0.9567197249195211,1
2019-06-28,032500,케이엠더블유,1598727890000.0,0.9512004817885774,2
2019-06-28,084370,유진테크,262388680900.0,0.9337585084780258,3
2019-06-28,067310,하나마이크론,107444626520.0,0.9321662719632826,4
2019-06-28,060250,NHN한국사이버결제,433010758050.0,0.9221504302453813,5
2019-06-28,237690,에스티팜,322748800000.0,0.9189857743705843,6
2019-06-28,007390,네이처셀,452210919480.0,0.9097604661481228,7
2019-06-28,067630,에이치엘비생명과학,267469435930.0,0.9034554760197303,8
2019-06-28,028300,에이치엘비,1385001924600.0,0.8885966927574638,9
2019-06-28,137400,피엔티,89179017810.0,0.8794212230466472,10
2019-06-28,083450,GST,56838244500.0,0.8724440882946679,11
2019-06-28,088800,에이스테크,415780835400.0,0.8614418245160679,12
2019-06-28,005420,코스모화학,181246781250.0,0.8538084487813287,13
2019-06-28,064260,다날,223191663800.0,0.8497442291710238,14
2019-06-28,011790,SKC,1486368378000.0,0.8492181527567597,15
2019-06-28,033160,엠케이전자,178823049800.0,0.8446329864867682,16
2019-06-28,094480,갤럭시아컴즈,151231025490.0,0.8409562773930761,17
2019-06-28,189300,인텔리안테크,203342191800.0,0.8394038683675558,18
2019-06-28,000990,DB하이텍,654879173000.0,0.8313982504811156,19
2019-06-28,060720,KH바텍,222229689000.0,0.8298687586583575,20
2019-06-28,036540,SFA반도체,460762125215.0,0.8292186146148895,21
2019-06-28,101160,월덱스,112935192120.0,0.8228953626822078,22
2019-06-28,014680,한솔케미칼,897968002500.0,0.8223493268163377,23
2019-06-28,067570,엔브이에이치코리아,83725277130.0,0.8210210701798182,24
2019-06-28,267260,현대일렉트릭,366428430000.0,0.8208244157715273,25
2019-06-28,042700,한미반도체,432612608400.0,0.8206632577319608,26
2019-06-28,054210,이랜텍,147193510770.0,0.817767618257455,27
2019-06-28,166090,하나머티리얼즈,285582656700.0,0.815220982593862,28
2019-06-28,050890,쏠리드,297455497500.0,0.8136070514471705,29
2019-06-28,093320,케이아이엔엑스,195200000000.0,0.7987240274466554,30
2019-07-31,011930,신성이엔지,183285345175.0,0.9383318506385581,1
2019-07-31,084370,유진테크,255513868300.0,0.9336709412812815,2
2019-07-31,067310,하나마이크론,98438052160.0,0.9270322203702893,3
2019-07-31,237690,에스티팜,263982400000.0,0.9134396442303347,4
2019-07-31,067630,에이치엘비생명과학,314780141760.0,0.9117645921687934,5
2019-07-31,042700,한미반도체,375388718400.0,0.9105779070267674,6
2019-07-31,028300,에이치엘비,1065235191300.0,0.895722419862364,7
2019-07-31,011790,SKC,1587711676500.0,0.8934730865178813,8
2019-07-31,131290,티에스이,79531674510.0,0.8793121067687595,9
2019-07-31,005420,코스모화학,145641858000.0,0.8778381184854049,10
2019-07-31,060250,NHN한국사이버결제,429565049100.0,0.8777190843390015,11
2019-07-31,014680,한솔케미칼,917169834000.0,0.8692681007981665,12
2019-07-31,166090,하나머티리얼즈,271843284900.0,0.8679323170437631,13
2019-07-31,137400,피엔티,82264541280.0,0.8650983909549304,14
2019-07-31,033160,엠케이전자,176424204010.0,0.8432993364342325,15
2019-07-31,064760,티씨케이,657302500000.0,0.8431524183730249,16
2019-07-31,032500,케이엠더블유,2143141994900.0,0.8387582519536131,17
2019-07-31,007390,네이처셀,464315987260.0,0.8353454599756684,18
2019-07-31,092200,디아이씨,75793766040.0,0.8180835847510107,19
2019-07-31,083450,GST,57397309200.0,0.8012305654235916,20
2019-07-31,088800,에이스테크,385471578240.0,0.7903396630461346,21
2019-07-31,068760,셀트리온제약,1223323409900.0,0.7837117435263204,22
2019-07-31,101160,월덱스,106000575060.0,0.7815386555720788,23
2019-07-31,060590,씨티씨바이오,112580343260.0,0.7679705018057329,24
2019-07-31,060720,KH바텍,192092379750.0,0.7633642976168198,25
2019-07-31,298040,효성중공업,324028043000.0,0.751519905147922,26
2019-07-31,161580,필옵틱스,156827730550.0,0.750649819607714,27
2019-07-31,058470,리노공업,844427298000.0,0.7463205895930458,28
2019-07-31,096530,씨젠,583706945000.0,0.740436209137948,29
2019-07-31,075580,세진중공업,177665693600.0,0.7395797249697098,30
2019-08-30,011930,신성이엔지,191971854425.0,0.9513913125779271,1
2019-08-30,237690,에스티팜,292899200000.0,0.9425646439691396,2
2019-08-30,084370,유진테크,281867316600.0,0.9392901771117214,3
2019-08-30,067310,하나마이크론,93871338400.0,0.936070208077448,4
2019-08-30,011790,SKC,1726589530000.0,0.9303491025697245,5
2019-08-30,137400,피엔티,114709392690.0,0.9214615760226789,6
2019-08-30,028300,에이치엘비,1657686439500.0,0.911576964808698,7
2019-08-30,042700,한미반도체,328465128600.0,0.9088322285027156,8
2019-08-30,089970,에이피티씨,158459937900.0,0.9070847254386936,9
2019-08-30,067630,에이치엘비생명과학,335390746280.0,0.9002105967753163,10
2019-08-30,131290,티에스이,80637817410.0,0.8978453736605942,11
2019-08-30,222800,심텍,154947650790.0,0.8976944141750658,12
2019-08-30,060250,NHN한국사이버결제,482399253000.0,0.8888318054299885,13
2019-08-30,005420,코스모화학,108264744000.0,0.8717676969004909,14
2019-08-30,166090,하나머티리얼즈,241420390200.0,0.8695294405869799,15
2019-08-30,007390,네이처셀,332564997740.0,0.8672293029459487,16
2019-08-30,014680,한솔케미칼,887802327000.0,0.8553968200794473,17
2019-08-30,033160,엠케이전자,170318051090.0,0.840001487857655,18
2019-08-30,298040,효성중공업,330088999200.0,0.8396009257326509,19
2019-08-30,064760,티씨케이,583750000000.0,0.8345222912159354,20
2019-08-30,225570,넷게임즈,261831352500.0,0.8304749666828585,21
2019-08-30,068760,셀트리온제약,1128349375500.0,0.8111611238652309,22
2019-08-30,064260,다날,209996631000.0,0.8045889549864389,23
2019-08-30,095660,네오위즈,348448627200.0,0.8022915683740727,24
2019-08-30,032500,케이엠더블유,2642493409500.0,0.7978268796217647,25
2019-08-30,083450,GST,61497117000.0,0.7849181568555285,26
2019-08-30,101160,월덱스,110953872960.0,0.7733972907181514,27
2019-08-30,058470,리노공업,845951535000.0,0.7687867933991259,28
2019-08-30,035600,KG이니시스,426937840200.0,0.7661100104893648,29
2019-08-30,092200,디아이씨,91193694305.0,0.7639986973903106,30
2019-09-30,028300,에이치엘비,2369804992800.0,0.954688996627537,1
2019-09-30,084370,유진테크,316241379600.0,0.9529134757350253,2
2019-09-30,067630,에이치엘비생명과학,444533265670.0,0.9449967260927614,3
2019-09-30,222800,심텍,206824397310.0,0.9436122638048674,4
2019-09-30,237690,에스티팜,325547200000.0,0.9393430991410306,5
2019-09-30,067310,하나마이크론,99706583760.0,0.9276172872084909,6
2019-09-30,042700,한미반도체,378249912900.0,0.9231046854010865,7
2019-09-30,011930,신성이엔지,161047881495.0,0.9183099579079614,8
2019-09-30,137400,피엔티,107761596960.0,0.9114630095571562,9
2019-09-30,131290,티에스이,84619931850.0,0.9096452426416004,10
2019-09-30,007390,네이처셀,409363769310.0,0.8958984677701836,11
2019-09-30,089970,에이피티씨,149630791800.0,0.8877995158843637,12
2019-09-30,005420,코스모화학,100370439750.0,0.8720514358888577,13
2019-09-30,166090,하나머티리얼즈,270861901200.0,0.8694153681517147,14
2019-09-30,225570,넷게임즈,275043026250.0,0.8646797844378825,15
2019-09-30,064760,티씨케이,628115000000.0,0.8448969217160717,16
2019-09-30,014680,한솔케미칼,899097522000.0,0.8428187161668669,17
2019-09-30,068760,셀트리온제약,1194823130250.0,0.8414009191038504,18
2019-09-30,011790,SKC,1493875289000.0,0.821800523540217,19
2019-09-30,267260,현대일렉트릭,227999912000.0,0.8030845555624672,20
2019-09-30,060590,씨티씨바이오,131890865260.0,0.7990920779463,21
2019-09-30,298040,효성중공업,293257034600.0,0.7761242978660902,22
2019-09-30,060720,KH바텍,236786233600.0,0.771202788597922,23
2019-09-30,064260,다날,204437896650.0,0.769047335788568,24
2019-09-30,060250,NHN한국사이버결제,490439240550.0,0.763876573286375,25
2019-09-30,032500,케이엠더블유,2898092115000.0,0.7635724287846033,26
2019-09-30,096530,씨젠,535174008000.0,0.7550909874125058,27
2019-09-30,033160,엠케이전자,173371127550.0,0.7493314369629371,28
2019-09-30,095660,네오위즈,338586873600.0,0.7491905068439872,29
2019-09-30,071970,STX중공업,69081058260.0,0.7470740620205452,30
2019-10-31,028300,에이치엘비,6648080040000.0,0.959412453105096,1
2019-10-31,084370,유진테크,350615442600.0,0.9537676329154157,2
2019-10-31,237690,에스티팜,344203200000.0,0.9534750335747317,3
2019-10-31,067310,하나마이크론,140299594960.0,0.9513138224711267,4
2019-10-31,067630,에이치엘비생명과학,1547959903700.0,0.9505297635669653,5
2019-10-31,222800,심텍,216153110500.0,0.9479393291782776,6
2019-10-31,137400,피엔티,128992772520.0,0.9208970970906655,7
2019-10-31,166090,하나머티리얼즈,332689074300.0,0.9191512594622873,8
2019-10-31,225570,넷게임즈,264361152000.0,0.9189372365026417,9
2019-10-31,007390,네이처셀,651677749350.0,0.9097871105714394,10
2019-10-31,042700,한미반도체,389694690900.0,0.9092201160769239,11
2019-10-31,014680,한솔케미칼,1059489291000.0,0.9040024030973501,12
2019-10-31,005420,코스모화학,98920465500.0,0.8741860649795925,13
2019-10-31,064260,다날,213084816750.0,0.859532553031629,14
2019-10-31,051370,인터플렉스,409397133600.0,0.8591505743497911,15
2019-10-31,089970,에이피티씨,153348327000.0,0.8543998401145498,16
2019-10-31,068760,셀트리온제약,1363564200000.0,0.8431575729641533,17
2019-10-31,060250,NHN한국사이버결제,488142101250.0,0.8246427745119085,18
2019-10-31,011930,신성이엔지,159136849460.0,0.8227053297426218,19
2019-10-31,064760,티씨케이,624612500000.0,0.820724495725169,20
2019-10-31,095660,네오위즈,373650886400.0,0.8097656780037262,21
2019-10-31,033160,엠케이전자,169881897310.0,0.8081378929056632,22
2019-10-31,089010,켐트로닉스,198150268500.0,0.8025727858200952,23
2019-10-31,267260,현대일렉트릭,217821344500.0,0.8024105978255243,24
2019-10-31,006650,대한유화,773500000000.0,0.8011283998804869,25
2019-10-31,035600,KG이니시스,456237495900.0,0.7946674711108679,26
2019-10-31,011790,SKC,1664657514250.0,0.7914673424646305,27
2019-10-31,056080,유진로봇,113849381320.0,0.7853396683416156,28
2019-10-31,101160,월덱스,124823107080.0,0.7757953404654938,29
2019-10-31,033240,자화전자,191530000000.0,0.7681677895013472,30
2019-11-29,082740,HSD엔진,136730639300.0,0.9531746253538452,1
2019-11-29,267260,현대일렉트릭,183417786350.0,0.9394725762731727,2
2019-11-29,237690,에스티팜,460803200000.0,0.93743066053813,3
2019-11-29,028300,에이치엘비,4909877674500.0,0.9368812943102762,4
2019-11-29,007390,네이처셀,636380149600.0,0.9254627016392514,5
2019-11-29,225570,넷게임즈,196107909120.0,0.9227104646445355,6
2019-11-29,222800,심텍,224799234920.0,0.9190016036843319,7
2019-11-29,298040,효성중공업,236377291800.0,0.9166714217427503,8
2019-11-29,285130,SK케미칼,824245999200.0,0.9114330286378318,9
2019-11-29,075580,세진중공업,167496922800.0,0.9094709144130607,10
2019-11-29,067310,하나마이크론,129252233490.0,0.9079130456681115,11
2019-11-29,007810,코리아써키트,233136812370.0,0.9039062589035791,12
2019-11-29,071970,STX중공업,95618294055.0,0.9034222291127781,13
2019-11-29,001430,세아베스틸,568414586150.0,0.8943946742195915,14
2019-11-29,166090,하나머티리얼즈,313061400300.0,0.888016895536086,15
2019-11-29,067630,에이치엘비생명과학,1091570509600.0,0.8835202505151432,16
2019-11-29,112040,위메이드,487200000000.0,0.8827511597572584,17
2019-11-29,033240,자화전자,181685000000.0,0.8827191228162011,18
2019-11-29,077360,덕산하이메탈,165390687280.0,0.8813221491893375,19
2019-11-29,196170,알테오젠,693447825000.0,0.8794435172026708,20
2019-11-29,014680,한솔케미칼,1140814695000.0,0.8765971190011157,21
2019-11-29,003850,보령제약,696150000000.0,0.872778852471348,22
2019-11-29,005420,코스모화학,74432011500.0,0.8675128583700048,23
2019-11-29,084370,유진테크,319678785900.0,0.8674453548294264,24
2019-11-29,064260,다날,197952706575.0,0.8667317843692977,25
2019-11-29,042700,한미반도체,357077073600.0,0.8579745372459893,26
2019-11-29,068760,셀트리온제약,1208458772250.0,0.8537339429107433,27
2019-11-29,005070,코스모신소재,228134127000.0,0.8492834106572693,28
2019-11-29,025540,한국단자,426494250000.0,0.8377933098873088,29
2019-11-29,003090,대웅,732588948000.0,0.8308480919881013,30
2019-12-30,267260,현대일렉트릭,416344409250.0,0.9596539336875882,1
2019-12-30,082740,HSD엔진,147273724740.0,0.9508061680518022,2
2019-12-30,237690,에스티팜,555948800000.0,0.9394138118686287,3
2019-12-30,225570,넷게임즈,216868016640.0,0.930879464664928,4
2019-12-30,222800,심텍,282136691600.0,0.9215980755511934,5
2019-12-30,001430,세아베스틸,546897314750.0,0.9173163461396926,6
2019-12-30,028300,에이치엘비,4910701678200.0,0.9165141461127282,7
2019-12-30,196170,알테오젠,929692575000.0,0.9162795777618251,8
2019-12-30,298040,효성중공업,248499204200.0,0.9102897657800791,9
2019-12-30,007810,코리아써키트,282267974450.0,0.9095142138872896,10
2019-12-30,067310,하나마이크론,154662219400.0,0.9061008208335805,11
2019-12-30,042700,한미반도체,463513509000.0,0.9054210609674067,12
2019-12-30,005420,코스모화학,159798249000.0,0.9001687560759941,13
2019-12-30,285130,SK케미칼,751449344000.0,0.8980789586718122,14
2019-12-30,005070,코스모신소재,260306888500.0,0.8946000202030634,15
2019-12-30,071970,STX중공업,85789688205.0,0.8917880076051025,16
2019-12-30,166090,하나머티리얼즈,371944422300.0,0.8879458587863767,17
2019-12-30,131290,티에스이,152647720200.0,0.8825308985172541,18
2019-12-30,089970,에이피티씨,175188846300.0,0.879316671766704,19
2019-12-30,112040,위메이드,498120000000.0,0.8778160905969187,20
2019-12-30,014680,한솔케미칼,1197290670000.0,0.8778087925072049,21
2019-12-30,084370,유진테크,378114693000.0,0.8741156122505088,22
2019-12-30,137400,피엔티,133856786350.0,0.8720804006053816,23
2019-12-30,068760,셀트리온제약,1356746379000.0,0.8685120078121773,24
2019-12-30,003850,보령제약,733720000000.0,0.8676001377409491,25
2019-12-30,007390,네이처셀,403244729410.0,0.8622895958675989,26
2019-12-30,067630,에이치엘비생명과학,1305844320750.0,0.8606833826938862,27
2019-12-30,082270,젬백스,1483520536650.0,0.8496705673395377,28
2019-12-30,077360,덕산하이메탈,173796532650.0,0.8395065478309063,29
2019-12-30,025540,한국단자,445241250000.0,0.8379385117587613,30
2020-01-31,267260,현대일렉트릭,354703808400.0,0.9678895019500573,1
2020-01-31,225570,넷게임즈,209658308640.0,0.9636593413678292,2
2020-01-31,112040,위메이드,537600000000.0,0.9580477291720663,3
2020-01-31,298040,효성중공업,210268557400.0,0.956504573962094,4
2020-01-31,082740,HSD엔진,133765396520.0,0.9553093082937341,5
2020-01-31,005070,코스모신소재,304178836000.0,0.9499068001625587,6
2020-01-31,005420,코스모화학,232125234250.0,0.941013651338238,7
2020-01-31,237690,에스티팜,514905600000.0,0.9379068843322883,8
2020-01-31,075580,세진중공업,155217652400.0,0.9298651684382288,9
2020-01-31,001430,세아베스틸,462621335100.0,0.929444992867752,10
2020-01-31,006650,대한유화,607750000000.0,0.9246715166721959,11
2020-01-31,140860,파크시스템스,302593497000.0,0.9119018861639858,12
2020-01-31,249420,일동제약,355926096400.0,0.9115553561704046,13
2020-01-31,042700,한미반도체,497847843000.0,0.9087819455211175,14
2020-01-31,010060,OCI,1330794901800.0,0.9075182608692657,15
2020-01-31,196170,알테오젠,886612650000.0,0.9009959583007515,16
2020-01-31,089970,에이피티씨,197494057500.0,0.8901411559968581,17
2020-01-31,285130,SK케미칼,679826828400.0,0.8886305396408505,18
2020-01-31,033160,엠케이전자,168791512860.0,0.8818949637435142,19
2020-01-31,071970,STX중공업,75399447735.0,0.8812041029182441,20
2020-01-31,014680,한솔케미칼,1231176255000.0,0.8811536574162795,21
2020-01-31,222800,심텍,249144901050.0,0.8791571277145223,22
2020-01-31,020150,일진머티리얼즈,2213320080000.0,0.8783226257803808,23
2020-01-31,067310,하나마이크론,169371520200.0,0.8767250090766056,24
2020-01-31,077360,덕산하이메탈,177885862830.0,0.8754372941068695,25
2020-01-31,068760,셀트리온제약,1430037954750.0,0.873457056006306,26
2020-01-31,064260,다날,186526419300.0,0.8728833318771115,27
2020-01-31,003090,대웅,665725671000.0,0.8723841652503092,28
2020-01-31,078600,대주전자재료,269925223750.0,0.8689864479263398,29
2020-01-31,007390,네이처셀,361635258090.0,0.8678434871610652,30
2020-02-28,225570,넷게임즈,209946696960.0,0.9766977890891739,1
2020-02-28,267260,현대일렉트릭,311086775050.0,0.9698033863787374,2
2020-02-28,298040,효성중공업,184159823000.0,0.9635675723660132,3
2020-02-28,082740,HSD엔진,116632882680.0,0.9560916016370972,4
2020-02-28,247540,에코프로비엠,1671200035800.0,0.9542226463813063,5
2020-02-28,112040,위메이드,507360000000.0,0.9511898488166672,6
2020-02-28,001430,세아베스틸,390897097100.0,0.9507065676551795,7
2020-02-28,249420,일동제약,308318147200.0,0.9506680909511704,8
2020-02-28,237690,에스티팜,539158400000.0,0.9444187883378226,9
2020-02-28,196170,알테오젠,1202068875000.0,0.9390294724564126,10
2020-02-28,005070,코스모신소재,260014408850.0,0.9384665897524747,11
